看板,標題,作者,發文時間,內容,留言
Gossiping,[新聞] 魏德聖推全新癌童電影 促田中千繪、范逸,yuzukineko (閃亮三叔公),Mon Jul 10 15:22:02 2023,"1.媒體來源:
中央通訊社

2.記者署名:
中央社記者葉冠吟

3.完整新聞標題:
魏德聖推全新癌童電影 促田中千繪、范逸臣合演

4.完整新聞內文:
導演魏德聖推出最新電影作品816《BIG》，描繪6組兒童癌友家庭故事，更促成演員田中
千繪和范逸臣繼2008年國片「海角七號」後，久違於大銀幕合體飾演夫妻。

816《BIG》描述在一個病房內，集結來自不同社會階層、不同面向的6組家庭，彼此從衝
突到最後相互支持的故事，打破眾人對於兒童癌症病房的想像，劇情有笑有淚。今天劇組
釋出首支宣傳花絮，曝光片中主要家庭成員卡司，包含曾沛慈、曾珮瑜、黃鐙輝、周厚安
、夏宇童，以及童星于卉喬、鄭又菲、郭大睿等。

田中千繪與范逸臣也從「海角七號」裡的「友子」與「阿嘉」變成醫美集團的董事長夫妻
，育有一名不幸罹患骨癌的兒子，除了面臨生命的考驗，兩人從愛情昇華成的親情也正在
谷底。

田中千繪分享，亞洲人把生死離別看得比較悲傷，可是 816《BIG》是以輕鬆的方式講故
事，能帶給大家歡笑與淚水。范逸臣則提及已有十多年沒跟導演魏德聖一起拍電影，但這
次導演依舊是那個能把「簡單故事化為最大感動」的說故事者。

魏德聖表示，這是他第1次拍攝有21名主演的電影，雖然不是時代戲，但如何處理群戲與
多條故事線，也是很大的挑戰。故事源起是他多年前在電視紀錄片中訪談一名已截肢康復
的癌童，但這名女孩意外的樂觀，給了魏德聖相當大的震撼與啟發，也終於在COVID-19疫
後，決定將這個埋藏許久的劇本付諸實現，期望帶給社會溫暖正能量。

816《BIG》將於今年11月17至19日推出限量口碑場，12月1日正式上映。（編輯：張雅淨
）1120710



5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.cna.com.tw/news/amov/202307100172.aspx

6.備註:
※ 一個人一天只能張貼一則新聞(以天為單位)，被刪或自刪也算額度內，超貼者水桶，請注意
※ 備註請勿張貼三日內新聞(包含連結、標題等)


","['有搭實景嗎', '他不是要弄啥台江三部曲??', '會有大量床戲嗎', '三部曲要生出來了沒', '三部曲是不是涼了', '泥為什麼要欺戶偶', '要募資嗎', '真的癌童...', '范是不是胖了', '電影界阿滴 海鮮素can help', '三部曲錢燒光囉～', '要募款了', '錢燒光所以拍片來籌錢了阿', '居然沒有在拍攝過程中喊沒錢', '三部曲XDD 不說都忘了這回事', '為了賺錢的電影都會拍的不錯', '為了理想而拍的，建議魏島留著收藏吧', '終於要正常拍片了嗎 不再搞大浪費模', '什麼時候才要幹伊布', '式了嗎', '還來啊', '有人想看這題材嗎==', '賣弄悲情騙取票房啊 台灣三部曲在哪?', '放心 這部有賺錢他就會繼續拿去燒了', '所以我說那個土堆三部曲呢', '幹嘛拍什麼續集？把你僅剩的一些美好回', '海角七號－後日談', '憶留在心底，不好嗎？', '現代片賺錢>全賠進古裝片', '哪個卡通了', '說好的伊布三部曲勒 \\敲碗/ \\敲碗/', '三部曲不如轉幫魔戒前傳算了好想看精靈', '寶鑽，鬼島有啥好看的', '那個三部曲呢', '要募款蓋醫院請醫生才能拍戲', '汪建民？']"
Gossiping,[問卦] 肥宅到處把店家白飯吃完會受歡迎嗎,zxcv157 (點兔騎士),Mon Jul 10 15:22:17 2023,"身為一個肥宅

什麼都不會就吃飯最會

如果我到處吃

幫大家檢驗哪間店家老闆幾碗白飯也要計較

身體力行主張吃的正義

這樣會受女森歡迎嗎??

","['https://i.imgur.com/N1BS3TI.jpg', '沒人在乎']"
Gossiping,Re: [問卦] 你最懷念衛視中文台哪個節目？,stjchl (潮王鄭成功),Mon Jul 10 15:22:44 2023,"小時候最愛哪個好像叫魔宮傳奇吧

一個光頭主持人帶一群人去闖關拿水晶球

那個關卡現在想起來還很酷炫

一定時間解不出來的人還會被關在裡面

大家要決定是要用一顆水晶球把他放出來還是繼續前進

記得有一次隊長決定繼續前進

然後鏡頭時不時就會帶到那個被關在關卡裡面的人 那個臉超無奈

最後好像水晶球夠多了 才把他放出來

然後主持人會一直在旁邊靠北 講垃圾話

整個節目超順暢

都不會冷場

還有一個是改裝機器人車子大賽

要把對方鏟翻的 那個很晚才有

後來這節目好像跑去AXN
","['南方公園', '是迷宮傳奇', '聖鬥士星矢', '機器人那節目現在還有', '最後是不是還有夾金紙', '娛樂金魚眼', '我也喜歡', '超懷念的 以前每周必看', '體能關我們決定要派出彼得', '然後彼得就被關在裡面了']"
Gossiping,[問卦] 所得超過120是不是很悲哀？,doraBBO (天才小釣手),Mon Jul 10 15:23:04 2023,"
安安，各位安安，買不起房子的魯蛇安安。

事情是這樣子的喇，我看現在很多補貼、輔助都有排富
現在小孩念書的好像沒有排富了，不然也是一個月多不少

我看一下一家四口，兩大兩小都上幼稚園

身障津貼         10.6萬/年
身障醫療補助大約    3萬/年
身障交通補助大約    2萬/年
房貸補貼            3萬/年
所得稅減免約        4萬/年
算上之前讀書的約   12萬/年

去年大概34萬以上，現在至少也有20萬
所以所得100萬過的不會比120萬的差，甚至更好更多

現在是不是不要賺太多比較好？
當初不小心賺太多補助被拔光光幹你娘
我隔年就直接跌回120以內了

無憂無慮的日子真的好

","['捐錢避稅啊', '補貼只有今年有而已', '超過很多的話不是', '都是過底層社畜生活有差嗎', '全家都上幼稚園？', '你家拿身障津貼和身障補助啊，辛苦你了', '你想要妳家人有身障麼？', '都能賺到120的人了…還…', '跟老闆要求減薪啊？', '一家四口都上幼稚園 真的辛苦', '北部120這樣也不多吧', '養四口有房貸等的話 吃緊了', '感謝你們繳稅支持菜政府', '單人100 家有房無貸都覺得吃緊了 QQ']"
Gossiping,Re: [問卦] 公務員都是一流人才有比較好？,zhuilou (),Mon Jul 10 15:23:43 2023,"


看哪國的公務員啦

基本上台灣的公務員一堆垃圾 ptt上也專出一堆垃圾

看他們討論議題跟查資料的能力

你就知道「小時候不讀書 長大當公務員」XD


新加坡的公務員基本上 不考試 只面試

所以頂尖科系的人才 只要發現相關部門有興趣 就會去面試看看 結果就上了


如果你要他浪費時間準備一年的考試 頂尖人才沒這閒工夫浪費一年去準備

就會直接去業界領高薪



所以新加坡不會像台灣專出一堆沒實力的公務員

基本上台灣會去考公務員的 就是考不上醫學系 考不上電類的魯蛇

在民間也混不下去 才會去參加公務員考試

那一群廢物裡面 挑出來的考生 還是廢物 這不是廢話嗎

畢竟該考試篩選的階段 早在學生時代就全面結束了 你之後一堆廢物篩選有屁用


更何況對手都是廢物的情況下

結果還一堆公務員當了萬年考生 考了好幾次才當上低端公務員

你說這種無腦公務員能做好事情才有鬼

因此在台灣 「小時候不讀書 長大當公務員」

一流人才到公務體系會怎樣? 台灣沒這種事

台灣一流人才都是出國或當醫生

二流人才在台廠科技業爆肝當奴隸

五流人才當記者

六流人才當公務員

","['我是不信6流能當公務員阿?  國考那麼好考?', '看看公家約聘\u3000不考試你要爽到關係戶', '公務員再強 上面是小花、阿仲也沒用', '公務員考試只是背書而已 能力比護士還差', '辦事能力 是考試測不出來的', '「行政小妹」就能做的工作', '你考一堆沒用的試是能幹嘛lol', '台積電也是要考的...IT大公司筆試是基本', '筆試是考智商刷低能兒嘴砲\u3000面試再細看', '到底是多魯  才這麼對公務員悲憤XDDDDD', '台灣就是素質低的人才會想去當公務員啊']"
Gossiping,[問卦] 有太監的卦?!,dahanjian (強煎戰飯),Mon Jul 10 15:24:18 2023,"
太監 東西方都有

不過支那宮廷好像特別多?

需要割掉雞雞 不然會跟宮女做愛很不方便

有沒有太監的八卦

現在還有太監嗎?!


剛剛新聞聽到台灣還有?!

真的很恐怖


有瓜?!


















","['小人自幼家貧', '跟宮女做愛？跟皇后做愛了吧', '心想自成', '某人眼中別人手下不是狗就是太監XD', '來這裡不閹是不能出去的', '問天才大臣', '問皇上啊', '太監常自稱狗奴才', '哥布林太監很多', '王公公']"
Gossiping,[問卦] 收租一個月6萬就能終生躺平那麼爽？,pufferfish72 (海草養殖專家),Mon Jul 10 15:24:36 2023,"剛剛在dcard上面看到R

反正就是有人畢業後沒事做

靠著家裡租金10萬多 然後跟弟弟分

等於一個月無條件收入6萬多



然後就心死不工作

1個月房貸3萬多 貸款20年買個小套房

然後剩下的錢就每天打電動等死



馬的每個月租月收租6萬就那麼爽

那些一個月幾十甚至上百萬的還得了

有八卦ㄇ？

","['人家爽就好R', '一個月要十幾萬 除非北市熱門店面', '這要問什麼 就收越多越爽啊', '可以啊 只求活著的話...', '我三萬就敢躺平了', '如果清心寡慾不吃大餐不買奢侈品不出國', '這也算一種個人選擇啦', '就是個有錢的躺平族阿 跟沒錢的有區別?', '很好啊', '好', '吊虐社畜啊~^', '享受人生', '羨慕', '6w就已經碾壓絕大多數勞工了，要怎麼不', '爽', '一堆服務業不到3萬，被老闆跟大爺玩弄啊~', '~', '人家是資產階級呀', '羨慕', '一堆領基本薪資的都能捏著出國了 月收六', '萬還擔心出不了國？', '他把金流再拿去投入資產誒..', '收租很累的，還要應付房客，根本二十四', '每月被動收入有6萬我也想躺平，隨便找', '小時待命，完全沒有可以真正放鬆的時間', '個時數短的工作做就好', '每個月也只想打電動，你奈他何', '。全職收租比去上班還累，跟全職帶小孩', '一樣的概念', '躺著就超過薪資中位數50萬 爽阿', '不過一個月房貸三萬是哪招', '真的一堆工作很爛啊', '說不定他房租漲的速度還比你的薪水快', '收租也是有風險，房子被搞破壞，欠租，一', '可以啊 沒啥物慾 簡單過生活', '次修復就上百萬噴了', '躺平收租一個人可以爽到死', '真好', '一個月六萬省點用拿一半存正2十年', '後身價屌打你', '6萬很夠啊 他又不用買房', '十幾萬大概是有快3,400坪空地租停車場', '我店租一個月70萬 你想房東多好賺', '再怎樣都沒豬舍好賺阿~XD', '躺平就很爽了 還有6萬可領', '或是非北市有四間店面在收租', '如果家裡有這麼多不動產 我也不想工作', '躺平的話可以了吧', '給我三萬 我就可以躺平了', '店面還是看地點跟大小啦，台北一堆爛', '地點也在租十萬的', '他沒物慾吧 稍微慾望高一點就不夠了', '給我一半就好 我一輩子不工作', '六萬 已經贏50%上班族了', '6萬就想躺平一個月50萬在來說躺平', '6萬筆平均中位數高 要躺平沒問題', '確實可以躺平啊 我也好想喔', '我拼死也差不多7萬而已…', '拜託，租人家房子久久也會有成本支出好不', '我2萬就敢躺平了', '看想過啥生活,不需要繳房貸4~5萬很夠吧', '他都沒存一點的話到時候大條的來就G了', '很好阿 你要想 他如果拿那個資產努力賺', '這麼好賺 當然也可以大家都貸款來出租囉', '錢 咱們怎麼混飯吃', '戶數太多房東也是很忙的 想忙一下嗎=.=a', '一堆北漂月入五萬東扣西扣比他們少', '出租的是廠房停車場 這超爽 半年結一次', '完全淨被動收入 更不用之後房子還能賣掉', '幹嘛買小套房?  這種家裡一定有房子', '什麼都不用做有六萬 是我也不工作']"
Gossiping,[問卦] 阿滴是不是缺乏雅量,dragonmester (),Mon Jul 10 15:24:58 2023,"阿滴一直很在意誰在Ptt罵他

還會在臉書同溫層公審罵他的帳號

看看人家蔡阿嘎 從來不在意這些

心胸寬大

阿滴是不是缺乏雅量

","['你 484 想讓阿 D 記住你？', '誰叫他要裝滴妹', '醫學界諾貝爾獎活佛 海鮮素治憂鬱症', '海鮮素大食客很難懂?', '他吃得是血清素八', '阿滴就私校仔 很自卑 才會搞一堆人設', '你這樣會被記到他的小本本上', '當人家吃素的', '阿滴是不是缺一個甲甲人設就無敵了', '他缺綠豆糕吧', 'XDDDDDDDDDDDDDDDDDDDDDDDDD', '越來越偏激了', '是缺流量的時候就拿酸民出來打吧', '阿滴連自己ID都不敢公布了', '要凝聚粉絲的向心力 首先需要一個敵人', '他有病阿 呵呵', '擁有共同理念 符號 動作 旗幟', '菜不是有拍海巡號嗎 ???', '都賺到翻了,還再自卑www']"
Gossiping,[問卦] 哪間餐廳白飯吃到飽最頂？,poppyvampire ( ),Mon Jul 10 15:25:27 2023,"小弟肥宅啦

最近白飯事件阿

本肥覺得業者跟學生二方都有理

業者標榜白飯免費續，但没做到，是不對的

學生吃不夠白飯，跑去網路洗評公審也不應該

反正，不管那間店跟那些學生了

現在還是很多餐廳提供白飯無限續阿

那麼現在的餐廳無限續白飯的餐廳有哪些

你各位有推薦的嗎

本肥吃的餐廳不多，但大戶屋我就覺得不錯

比起很多餐廳，白飯煮得相對好吃

點一份套餐也三百左右

就可以白飯一直加，一直加

那麼北科的學生那麼想吃白飯，差不多的錢

不如去吃類似的連鎖餐廳

你各位有推薦其它白飯免費續的餐廳嗎？

","['看你賭爛哪家店', '大戶屋只有飯能吃', '鼎王鍋底團', '建議簽下去 國軍餐廳白飯吃不完', '那群飯桶應該去吃福勝亭 195白飯吃到吐', '國民革命軍 online', '福勝亭以前可以白飯高麗菜絲一直吃 現', '在高麗菜絲沒有免費了', '臺灣大戶屋不錯了 但也是要挑店', '人家預算只有227']"
Gossiping,Re: [問卦] 只有我覺得熱炒老闆玻璃心嗎??,sumade (斬卍凱蒂貓卍佛),Mon Jul 10 15:25:38 2023,"※ 引述《assassinASHE (幹古專用帳號)》之銘言：
: 我本來看新聞以為
: 一群學生掃完免費白飯
: 發現吃不夠 拍拍屁股走人 連錢都沒付
: 後來我才知道 原來他們有付錢 一人兩百多吧
: 欸不對啊
: 既然他們有吃有付錢 如實評述
: 那有什麼錯??
: 又不是發現吃不夠 直接走人
: 難道只有我覺得熱炒老闆玻璃心嗎??

不要說一人兩百多  有些一百多的小火鍋  飯也是放在那裏讓客人自己裝

你要吃八碗十碗  老闆也不會說什麼

這次的事件會鬧大的原因  主要還是兩邊都有比較不週全的地方


白飯免費供應等不等於白飯吃到飽

在正常情況下  兩者是劃上等號的

對店家來說  賺你菜錢賺你酒錢  白飯成本也不高

依照台灣人的個性  索性也就不收錢


但實際上免費供應真的等於吃到飽嗎  當然不是

就好像便利商店有提供免費廁所  難道就代表你可以理直氣壯在裡面大便八個小時嗎

方便不等於隨便  但偏偏方便和隨便的界線又很模糊

沒有一個明確的標準在  所以很容易造成紛爭

看到很多人說白飯免費供應還怕人家吃  所以先放在文章前面說明


回到案例  這事件的部分  我是比較挺學生的

大學生食量本來就比較大  別說1.2碗  男生就算吃個五六碗  都沒啥好意外

問題就出在人數

店家開在市民大道  看店面規模應該不大

今天如果三五好友來吃  哪怕一個人吃五碗飯  我敢保證絕對相安無事

但一次27人  又選在這種規模相對較小的店  當然就比較麻煩了


加上店家又位於市民大道

人均消費兩百多  對店家來說  也不能說虧錢  但就比較不符期待

十幾年前  一男一女  還是在中南部的熱炒  就點了破千

在這個便當都要破百的年代  還是在台北市

吃熱炒人均兩百多  也難怪店家會不太想補飯了


最後我會建議台北市的學生  以後想吃熱炒  可以考慮來新北市

台北市的消費  真的很不適合學生

同樣一道菜  台北市一盤150可能只有六塊  新北市一盤120卻有八塊

學生預算有限  錢還是花在刀口上會比較好

謝謝大家

","['店家有補飯', '看到最底往上拉才發現是蘇美0.0', '連手機網路都要砲友開分享的人說這話沒說', '服力', '多半是北漂窮魯，才會覺得聚餐200多塊一餐', '很多了', '閱', '新北市255去吃他媽麥當勞啦 24H營業', '喔靠北 原來是蘇美==', '想說怎麼會有人提砲友Wi-Fi 的東西', '北部聚餐沒600，你好意思出門', '素質問題，免費提供給你習慣了，就變成理', '新北市255吃熱炒其實也吃不了啥', '所當然', '不能白紙黑字嗎？', '店家有錯 那怎麼沒道歉???', '學生有錯不就有道歉???', '小朋友真的別裝大人去吃熱炒 會被笑死', '借問新北推薦哪間？', '我就問為什麼做生意的方式要跟別人一樣', '啦', '新北比較有草根性 店大我不覺得會缺白飯', '挺學生=柯粉=中國受刑人', '市民大道那邊走精緻路線', '鄉民出錯我也沒看過道歉的啊', '店家還是補了', '低消500有更好的選擇 甚至連拉麵都能吃飽', 'XD']"
Gossiping,Re: [問卦] 唐寶寶吃不到白飯會怎樣,noisy0135 (川),Mon Jul 10 15:26:35 2023,"※ 引述 《SSglamr》 之銘言：
: 是不是現在先找記者先贏
: 
: 唐寶炸物事件 也是媽媽被採訪 然後一開始風向整個壓垮老闆
: 
: 最後老闆還是關店
: 
: 這次熱炒店白飯黨事件 是老闆先被採訪 新聞發酵後
: 
: 也是學生馬上道歉撤文
: 
: 這年頭是不是認識記者先爆料先有用 先手優勢
: 
: 萬一唐寶在熱炒店吃不到白飯哭訴 是不是又可來場頂尖對決 看誰站在風向上面

有去腦麻協會當過志工 認真回一下給有需要的人

唐寶寶沒飯吃基本就兩種
哭 跟 吵
哭就是會大吼大叫 把飯勺上嘴 再安撫一下就沒事了
吵也是大吼大叫 但會伴隨摔東西之類的動作
這種就需要有人吸引注意並安撫 另一個拿拘束帶還啥挖哥從旁邊綁住 然後帶到比較安靜的
地方 等唐寶寶冷靜後再安撫餵飯

自閉症或其他問題的就不討論 畢竟只是幾天的志工 沒辦法講太專業

","['響食', '那跟一般的肥宅差不多', '我也不喜歡有人拿這個來發白爛文']"
Gossiping,Re: [新聞] 柯文哲北流辦演唱會遭拒 北市議員齊批：,Bayern5566 (巴伐利亞五六),Mon Jul 10 15:27:23 2023,"只要看到藍綠一同痛批柯文哲 就知道柯文哲這次又做對了

不然藍綠為什麼那麼怕

要打破台灣長久以來的藍綠分贓 唯有靠柯文哲

我們只要堅定信心 無畏太監 一定能改變成真 持續發生

716 上凱道 終止藍綠惡鬥拖垮台灣



: 柯文哲北流辦演唱會遭拒 北市議員齊批：營造被迫害假象

: 柯文哲昨自曝，原本要在北流舉辦演唱會，但世態炎涼，蔣市府不准。他並暗指，「通常這
: 種事件，太監就解決掉，不會到皇上那裡。」

","['標準網軍體 八卦版應該會推爆', '…', '神奇的邏輯 XD', '做對什麼？', '反串泰匯了吧', '規定是你柯文哲2021年訂的，蔣萬安遵守你訂', '的規矩哪裡錯了? 你柯文哲要罵人家太監?', '柯粉邏輯死亡', '太會轉彎了吧???  比投文字D 還神喔????', '明明就失言被抓出來鞭= =', '藍綠政客同流合污一起攻擊阿伯…', '說的不錯阿！反正藍綠都會罵都會找他', '716反習聯盟下架ccp 聯手19次赴中相關人士', '麻煩，讓他當總統每個政黨都會監督，', '總比垃圾藍綠做錯事還有一堆畜牲護航', '哥布林反串==', '有夠差的反串', '偉峰好了啦 反串的真難看...', '依照白粉的邏輯 北流應該有大秘寶 才會這', '麼怕阿北去租場地', '失言就失言，沒什麼好說的', '啊白粉信徒護航柯還少了嗎？', '民眾黨一樣護航，不要裝高尚', '無聊 同樣一件事洗幾十次不就在操作', '堅定你媽', '等他道歉才是新聞', '失言就失言，有很多好說的，這合乎比例', '原則嗎？', '嗯嗯，反正柯失言就是洗，藍綠被臭就', '要講遵守規則怎麼不公開會議紀錄', '不算洗，柯八版真蚌', '以前都有現在都沒有', '阿伯還不道歉嗎', '反串喔', '所以dpp 一直做對事 是這樣吧 嘻嘻', '是不用特別罵，他只會道歉不會改變', '八年改變成真，八年後還給國民黨', '柯粉反串的真差.多跟塔綠班學學', '柯沒改過吧  一張嘴 對的也講 錯的也', '講', '他到底只追求改變八年要幹什麼']"
Gossiping,[問卦] 美軍F-16緊急迫降青森機場？！,seand8088503 (あいうえお),Mon Jul 10 15:27:55 2023,"如題

剛想說青森機場的liveカメラ

今天怎麼那麼多人

結果點進去發現大家都在看美軍的F-16

不知道出了什麼事 緊急迫降在青森機場

有卦嗎
https://i.imgur.com/3RFGPWS.jpg

","['迫降台南再告訴我', '急著買蘋果', '美爸強入', '青森機場是蘋果建的嗎？', '沒油?', '想吃白飯？', '來送阿兩海鮮？', '可能想吃蘋果了', '飛行員想吃蘋果 錯了嗎? 也要洗負評', '想買蘋果汁?', '應該不是，但行道樹都是蘋果樹', '要轉機去飛田新地啦', '餓了', '買個蘋果，緊張什麼。', '想借廁所烙賽吧', '降台南那架美機不是F-18嗎', '垃圾機不意外,台灣都不知道摔幾台了', '又不是降落北京，無聊', '美國阿爸膀胱要爆了也要跟你說嗎', '要洗泡泡浴啦', '阿歐莫里', '想買蘋果吧', '買蘋果汁的', '出了壞事才迫降咩，美吹這也能興奮', 'F35迫降台灣機場在說', '卡5個小時了.. 還在處理', 'f22 f35再說', 'https://bit.ly/3D6XSQ8 ATV直播', '美國沒有蘋果嗎', '想烙賽嗎', '美國阿爸想吃新鮮的蘋果啦 開F16來買']"
Gossiping,[問卦] 吃飯錯了嗎,gyaoqwas (正在投食IRIS的男人),Mon Jul 10 15:28:21 2023,"是這樣啦
阿肥我看到最近白飯起爭議事件
就想到阿肥我有個高中同學
也是特別會吃 真的很會吃的那種
營養午餐吃到班上不夠 要去找樓下團膳阿姨
高中生補習的時候 晚餐就只能就近
阿肥我就吃個鍋貼咕咕園喝個幸福紅茶冰
這個同學就特別生猛 5點就去福勝亭報到
他在福勝亭那時候點一份咖哩豬排
一片豬排一碗飯 5碗
咖哩醬配高麗菜絲 兩碗
最後味噌湯跟小菜 再一碗
這樣子總共八碗 有夠可怕
要知道那時候福勝亭的碗可不是現在那個小碗
是黑色紅瞄邊的那種碗公
他這樣一餐就可以吞八碗
我一直嚴重懷疑啦 純屬臆測
我們高中旁邊的福勝亭就是被他吃垮的
不過學生吃點飯錯了嗎？

","['他還活著嗎', '定食8是被他吃垮的', '你說的範例 店家願意供應 ok阿', '沒白飯的熱炒店  我是不會去ㄘ滴', '參加大胃王比賽吧這位同學', '一片豬排一碗飯有夠白爛XDD', '挺學生=柯粉=中國受刑人', '才8碗參加大胃王會被電爆', '一片一碗 很正常啊', '跟免費（試吃）枝仔冰差不多', '我也不懂台灣很愛推出免費續飯續麵或吃', '到飽的吃法 但又怕人點太快吃太多 跟保', '險業一樣願賭不服輸', '只是操爆服務生而已', '再挑戰店家底線以後就都要加點白飯', '最後吃虧的還是正常吃飯的客人', '爛店白飯還怕人吃']"
Gossiping,姓「那」要取什麼名字才好記？,inmee (J),Mon Jul 10 15:32:05 2023,"我朋友姑且稱他那先生，

沒錯就是這麼特別的姓，

他小孩就快出世了，在想一個好記的名字，

以後小孩容易被記住，發展更有機會，

除了知名歌手那英，

還有什麼不錯又好記的名字嗎？


","['那麼厲害', '先分類', '那你的分類呢', '那分類。', '那兒', '那去水桶', '你朋友很可憐有個連分類都不會的朋友', '那個那個 念快一點變尼哥', '那個', '分類 那志傑布錯', '那邊', '那志傑', '那話兒', '那邊仰', '那美克星', '那你要分類嗎', '那英', '那魯灣', '分類', '那分類呢?', '那詩達克', '那哪拿', '那維勳 -葉赫那拉氏', '那麼大', '那個誰', '那個誰', '那吒', '那涼', '那個誰', '那尼', '那個，英文名字取N開頭的那個', '那魯伽妖魔', '那裡癢傳奇', '那那', '那娜', '那美剋星人']"
Gossiping,[問卦] 如果你是老闆會再煮白飯嗎？,yasionl (肥宅小妹),Mon Jul 10 15:32:12 2023,"學生的立場是 你說白飯免費吃
可是吃完了沒有要補 賭爛

老闆的立場是 接近打烊時間
而且菜都出差不多 我煮白飯要半小時
你們沒吃完 也變隔夜飯 乾脆不再煮

如果各位是老闆
會對電鍋做一個補充白飯的動作嗎？

","['煮了就虧本了,當然是上網帶風向', '米慢慢洗', '你煮了學生也是給你一顆星啦', '煮 當然煮 請他們吃飽 幫忙多宣傳', '一定要補，除非學生進來就先表面已經快', '我是老闆會做些炒飯炒麵打發他們', '沒飯了', '會，但是不給哪些北科大免費仔吃', '我最討厭系學會了 如果知道是這一群', '進門就該把他們轟出去叫他們去吃麥當勞', '幹拎娘系學會仔 吃屎招待都嫌太高級', '本來就不想煮了 你看不出來嗎！', '收費就好了啦 我吃熱炒店 白飯最少都10元', '現在還有免費白飯根本稀有動物', '不會喔 我已經把你騙進來了 該點的菜', '一鍋飯是要多少錢，煮了也會被學生嫌菜貴', '，本來就不是200預算該去的地方', '都點了 多煮飯只是多虧而已', '不會，我會找媒體', '這裡是資本主義的社會 沒好處我幹嘛', '不煮,找三立出來帶風向', '多煮飯??? 一桶飯多付1000我考慮一下', '不是懶得煮就是真的沒買拿出來，一大鍋', '說不定不用50元', '系學會吃屎都覺得貴+1', '煮了又不等', '煮到一半再跟你說不吃了', '不會', '事實是老闆還是補了飯，結果還被負評', '要收費再跟你說飯也沒多少錢', '這次之後白飯改收費 衰小的也是其他客人', '老闆有補飯嗎？', '預算六千 扣掉飲料 27人 在台北要吃飽 應', '該有難度吧', '沒付錢幹嘛煮又不是傻子', '以前遇過店家沒飯去別的自助餐買飯給客人', '其實不用煮 可以到隔壁商家借飯~', '只消費6000還要在煮一鍋飯?  吃屎比較快', '看到27人只點一瓶18天就覺得來亂的', '沒有接近打烊時間吧？可以問後面的客人有沒', '有吃到白飯啊', '去錯地方了 主辦單位的鍋', '直接跟附近店家買不就好了==', '就是沒做一個補充的動作 所以應該要預', '想到學生會做一個六星好評的動作 結果', '老闆還要做一個找媒體公審的動作 實際']"
Gossiping,[問卦] 肥宅都如何調適被拒絕後的心情,b8103033 (b8103033),Mon Jul 10 15:09:46 2023,"俗話說人生不如意十常八九

尤其肥宅要求女生做任何事情

幾乎都會被拒絕

那麼肥宅都如何調適這種心情的呢


","['肥宅早就習慣了吧==', '吃2桶白飯44看', 'https://i.imgur.com/N1BS3TI.jpg', 'https://i.imgur.com/J7e8IfI.jpg', 'nothing to lose', '尻', '自殺', '沒關係。去年也是這樣子…', '老師 有錢人的小孩什麼都比較會！']"
Gossiping,Re: [問卦] 中國正式通縮了 生產和消費物價指數都下,kuosos520 (kkk),Mon Jul 10 15:09:51 2023,"準備allin美股阿

美國每次大動作就是要弄死第二大經濟體
先是日本，再來歐盟，現在中國

中國都快死了，你還不allin美股？

有沒有覺得最近習近平跟戰狼的新聞越來越少了？

中國就準備要低頭繼續當賤民
生產便宜產品送去美國讓美國人繼續爽了啦

台美超級大勝利
all in美股，錢夠多建議補間六都房子
有六都房子的，快增貸出來再繼續補美股

十年後再見





※ 引述《peter080808 (peter)》之銘言
: CPI 歸0
: PPI -5.4% 全面下跌
: 題外話 中國物價指數一樣沒算房地產
: 算上去應該-1X%
: 正式進入通縮
: 這個……失業要怎麼救？ = =
: ","['記得買美債喔', '台灣也沒好到哪去', '林毅夫：該買個排球偷渡回台灣了']"
