看板,標題,作者,發文時間,內容,留言
Gossiping,[問卦] 大家到底都是怎麼找到加害人的,Casperman (snsd),Mon Jul 10 23:32:37 2023,"像以下連結這樣子的 me too文章 https://reurl.cc/v7E9Mk
我不太知道我該如何找到這個人是誰
資訊拿去餵狗好像也找不到
還是說有鄉民願意開課教學
「如何藉由資訊找人」 阿！就是神人高手？
chatgpt 開發這個功能有隱私疑慮嗎？
都是跟公開資訊可是卻是AI 找到
這樣有違法嗎？

",[]
Gossiping,[問卦] 60元便當吃兩個vs吃120元便當,a1b2c3d4e5 (阿翔),Mon Jul 10 23:33:33 2023,"
如題啦 我阿翔

我阿伯說一個便當吃不飽就吃兩個

10年前的我不相信怎麼有這種幹話

10年後的我相信真的是可以吃兩個

只是便當價格已經多好幾倍了ㄎㄣˋ

說實話以前吃兩個便當跟現在吃一個便當

是不是以前比較爽至少量比現在多啊
","['白飯吃五碗', '前提是便當要一樣啊', '老了一個便當吃不完嘻嘻', '以前一個便當的量還比現在的多XD', '泥馬以前一個75，現在110', '漢堡縮水到以為是兒童餐', '吃不起兩個QQ', '久久吃一次速食 跟以前比 吃完超空虛', '全聯60元雞排便當還蠻飽的', '120還是縮水過的  以前60元便當超大', '兩個屌打吧？', '以前炸排骨那麼大現在剩啥洨', '阿翔 謝忻好吃嗎 還是吃粗飽的？', '台鐵60元便當要吃兩個才飽', '現在一個便當就是兩個便當價格']"
Gossiping,Re: [問卦] 兩桶白飯可以兩天洗五百篇？,Qorqios (Too 廢文 Crisis),Mon Jul 10 23:33:43 2023,": 噓 SUPERDINO: 洗賴導的手法永遠不變                   101.10.45.201 07/10 23:08
: 推 allen0981: 還一堆重複梗 寧願被噓也要發 意圖明     1.163.207.129 07/10 23:08
: → allen0981: 顯                                     1.163.207.129 07/10 23:08
: → noreg0393933: 想要洗掉賴導啊                        42.73.14.12 07/10 23:10
看！原來是這樣
我就覺得奇怪
這麼多活躍ID

總不會是熱炒店老闆請網軍吧
有那個錢不如去提供免費白飯

(而且 熱炒店老闆喜歡自己回覆評論_)
https://i.imgur.com/fPhfLwW.jpg

","['…', '請網軍的錢 可能比白飯便宜', '黨出錢怎麼會是店家？ 黨感謝有題材幫洗', '功德自導自演都來不及了']"
Gossiping,Re: [問卦] 北科大資財系是「鏡之孤城」真人版嗎？,squelch (小迷糊),Mon Jul 10 23:33:47 2023,"※ 引述《sppmg (sppmg)》之銘言：
: 「鏡之孤城」這動畫真的很棒啊！（可惜差不多下片了）
: 其中有一幕呈現了主角被班上同學搞，被公審、霸凌。
: 然後老師還對主角說：你們兩個合好吧！
: 只聽霸凌者片面之詞，完全沒去詳查事情經過。
: 之前看到北科學生發道歉文就感覺詭異了
: 後來爆出其實是系主任押著去低頭的 !?
: 這根本是鏡之孤城真人版吧！！
: 什麼時候北科大想推出舞台劇？？
: 我想看爆！

幾歲啦? 到底幾歲了?

沒滿18歲喔?


北科大專收未成年人嗎?


自己替自己的決定負責很難嗎?


還要推託說系主任逼的?


是誰有那麼大的能耐強迫一群成年人?


系主任他是會洗腦還是催眠?


系主任叫你去吃屎你就會去吃屎是不是?


如果不是，那他要是怎麼強迫你去道歉?


滿18歲了，是個成年人了，

自己替自己的決定負責。


拉屎還要別人幫你擦屁股嗎?


這跟是非黑白無關，

不管你要為抗爭到底還是認錯道歉，

那終究都是自己的選擇。


不敢為自己選擇負責，

就不要當負完全責任的成年人。

很難嗎?

","['不然腦子怎麼會去讀什麼資材的爛系', '怎麼不能', 'Me too前也是這樣檢討被害人', '贊成這篇作者的想法，都成年人了，怎麼展現', '怎麼不成熟的態度，既然慶功宴想要吃的開心', '發表論文時還要好吃好喝貢著 我不信系', '也不先做預約，或是找可以處理的餐廳，然後', '所就沒辦法威脅學生', '行為格調讓科大更讓人看不起。', '老闆逼你道歉你會不會道歉？講的一副', '大義凜然的樣子', '你可以離職不道歉啊 很缺工作？', '你要不要看下日本被長官壓著當社畜有多少人', '要壓人方式很多，你沒遇到別說你一定撐的住', '不要說日本啦！職場板去逛下應該也是不少', '光是說「這行圈子很小」就可以壓死一堆人', '被威脅就爆料啊 現在不就桶自家系主任', '了 大家也是挺學生啊', '未畢業有畢業證書問題、有推薦函問題....', '所以現在桶了 就沒有以上問題了嗎', '那也是要敢爆料。以前要跟學校鬥都還有家長', '阻止：忍一下過去就好，這沒勝算(metoo一樣', '那更好笑 推薦函是給專題指導教授', '顆顆，原po逢人就說吃屎，問味道？', '系主任也不管你證書要不要發 沒上過學?', '原po幾歲？成年沒？想嘗味道勇敢去吃啊！', '系主任影響可大可小。我也是有朋友碩班被系', '原po要嘛沒出社會要嘛就是資歷非常深', '，從沒遇過要妥協的情況，問就是吃屎', '所長搞，目前休學中。', 'dinter5566+1,我是很討厭嗆人出社會啦！但', '會說這種話真的就是人生順遂。', '想也知道系主任被校長抓去罵才出來背鍋，', '結果還被學生捅刀', '系主任：關我屁事，刷負評就是告學生，讓', 'squelch沒看到你的。整個學校黑掉你覺得推', '他自己接受社會教育', '薦函真的會沒影響？再說請求來源也可能是', '都成年自己負責很難嗎', '職場面試。而且無論是否真實影響，系主任都', '可能會用這去恐嚇學生。', '這年頭老師出來背鍋，店老闆看在大人的面', '子上只有息事寧人，居然學生還在後面捅刀', '啊！才發現 squelch 就原po啊！', '系主任你確定菜？我剛說朋友那位就是遇到影', '響力夠大的。然後因為你說成年人，我就是要', '跟你說職場也是一堆。之前就在職場版嗆過人', '然後關於屎。還是那句，你有興趣自己嘗試', '勇於擁抱夢想好嗎？不要連這都要問網友', 'end 去看別篇了，你不想自產自消可以徵求', '不是，學生看店家可以集體霸凌洗版當', '然一擁而上。但凡像系主任這樣稍微對', '自己利益有點利害關係的，學生當然就', '縮了低頭配合。就典型塔綠班，這群', '學生沒加入民進黨真是可惜。', '最好系主任能壓學生 學生一群能立法院都敢', '衝 抗爭搞機關跟免死金牌一樣 不然學運怎', '麼搞出來的', '你以為某黨黨工被性騷時，第一時間怎麼壓下', '來的？']"
Gossiping,Re: [爆卦] 黃國昌直播 找來OURs秘書長,ozjucka (JACK),Mon Jul 10 23:35:04 2023,"老實說對OURs這個團體很感冒

當年吹捧胖周瑜的事歷歷在目

https://i.imgur.com/nvphKR0.jpg

結果數據是把規劃中+租金補貼戶納入

營造胖周瑜認真蓋社宅

實際目標2萬戶，前一年年動工中1437戶

完工0戶，被捧成進度60%

https://www.nownews.com/amp/news/2727246

7/16 OURs可以解釋一下嗎

","['就被騙了阿', '這種組織裡面一定有綠的混進去啦', '腸粉無視這篇，好慘', '每個團體都有塔綠班的臥底', 'https://youtu.be/VQYYfdm4ULU', '= =八成哥不林混進去啦 之前時力也有過', '不就是被騙過才清醒嗎', '勞陣出來的郭國文到政務官的第一份工作', '就是砍勞工七天假。這些NGO早就被哥布林', '滲透光了', '民進黨就一直騙啊', '黃國昌在2016(挺英)-2018(挺蘇)-2020(', '挺英)也做過一樣的事啊', 'https://is.gd/Sg9rtu', '看到黃國昌竟然邀請這種人上節目 自己', '的的土地部分也輕輕帶過將不清楚', '讓人感覺到716還是不想去了', '我也被蔡英文騙兩次', '妳看一下組織成員', '社運組織沒有個幾隻綠蟑螂才不正常吧', 'https://i.imgur.com/KWkVFjP.jpg', '台灣817萬人被騙過，現在清醒還不遲']"
Gossiping,[問卦] 魔力紅哪首最頂阿,ginopun10477 (南瓜薯叔),Mon Jul 10 23:35:08 2023,"https://youtu.be/sAebYQgy4n4

https://youtu.be/XPpTgCho5ZA

https://youtu.be/VlMEGBsw6j8

魔力紅 aka美國五月天

後來走下坡變成亞當與快樂夥伴

哪首歌最頂阿

上面是我比較喜歡的幾首

有沒有八卦

","['夢碎大道!', 'payphone', 'This love', ' https://youtu.be/uL957CZS9GI', '快樂崇拜', 'this love', '倒退嚕', 'moves like jagger', 'lost stars算他們的還是主唱的', 'animals', 'payphone', 'sugar', 'makes me wonder', '真的過氣', 'moves like jagger', 'Counting star 神曲', '花田錯', 'Pay phone  MV裡的女主角超正', 'she says goodbye 的this love', '屎了都要愛', '魔力紅不是雜牌貓沙廠牌名嗎', 'Payphone', 'Sunday Morning', '削個椰子皮', 'She will be loved', 'Makes me wonder', 'One more night', '喜歡跟大嘴巴一起唱的 超好聽', 'Maps', 'Wake up call', '不對，改一下', 'If I never see your face again', '蓋世英雄', 'Rap God', '放開你的心', 'memory', 'memories', '大家一起舉杯緬懷逝去的老友', '每次聽都很有感觸', 'She will be loved', 'jagger', 'this love 排第一，最耐聽', 'luck strike', 'kiss goodbye啦', 'Misery', 'this love', 'Sunday morning', '阿嬤的配方 猜贏塗口紅', 'Sunday morning 早上鬧鐘', 'makes me wonder', '王力宏應該比較會頂']"
Gossiping,[問卦] 多益是怎麼稱霸台灣英檢界的？,flower42 (栗悟飯與龜波功),Mon Jul 10 23:35:37 2023,"若沒特殊需求 通常不會考雅思托福
再往下一階就是多益了

有趣的是
報名費不便宜 而且靠刷題就能到高分
鑑別性有待商榷
但卻是面試或畢業門檻指定的項目

多益是怎麼稱霸台灣英檢界的？

","['不便宜？', '沒意義的東西', '真的要用英文工作的不看你多益成績', '會看你多益成績的通常薪水都沒多高', '忠欣這間公司代理', '面試先過濾', '多益860還是超強吧！哪裡沒用', '因為托福和雅思更貴，英檢又不受國際承認', '受國際承認的檢定裡面，多益是最便宜的', '肥宅我沒穿考975', '機師空服員就看多益成績', '現在在當自宅警備員', '有哪個英檢比多益便宜?', '你是沒考過托福不知道多少錢逆', '多數公司承認又相對便宜又容易考 當然', '就會很多人去考啊', '而且聽讀和說寫可以分開', '因為便宜', '全民英檢最廢 根本沒公司會看這個', '辦來給台大賺錢用的', '多益不便宜就剩全民英檢能考了...', '外商真的很多主管沒聽過toeic， 因', '為都是海歸或留學生，不過工程師普', '遍都知道啦', '多益真的靠刷題就能拿高分，根本測不出', '英文的真正實力', '全部英檢最便宜最有用，你是沒考過', '整天說靠刷題，結果多益亞洲倒數', '雅思跟托福就不是求職用的考試']"
Gossiping,[問卦] 王晶那部電影最好看？,iaMSorRy5566 (5566),Mon Jul 10 23:35:37 2023,"最佳損友、賭神、賭俠、與龍共舞、

爛賭英雄、專釣大鱷、整人專家、

鹿鼎記、鹿鼎記2、超級學校霸王、

追男仔、至尊三十六計之偷天換日、

倚天屠龍記之魔教教主、新少林五祖、

九品芝麻官、龍在江湖、賭俠1999、提防老千、

金錢帝國、賭稱風雲...


王晶那部電影最好看？
","['螳螂拳的林熙蕾好正', '好問題... 我不知道', '都好看，陸資大量進駐之後就難看了', '有邱淑貞的', '巔峰算""九品芝麻官"" 算是搞笑兼具幽默', '與龍 超級學校 爛賭 轉到都會看', '其實他前期電影都還蠻好看的', '同意3樓 那個賭城風雲不知道在拍三小', '邱若男那部', '至尊無上', '成名作是  至尊無上', '王晶自己演出的電影最喜歡贏錢專家', '導演的作品最喜歡的是驚天12小時', '前面都是神作', '至尊無上 賭神  導演功力到巔峰期', '前面都還不錯', '千王之王笑點滿打到我', '哪', '倩女幽魂吧', '搞錯，只是演員.wiki上看錯', '有邱淑貞的', '九品芝麻吧 最近yt看到深入解說', '與龍共舞、九品芝麻官']"
Gossiping,[問卦] 孫中山跟日本蘿莉告白時心裡在想什麼?,w510048 (黨的恩情比山高),Mon Jul 10 23:37:13 2023,"原創音樂劇《大月薰與孫中山》製作特輯 - 大時代的小女人；高志森執導
https://www.youtube.com/watch?v=PozlksVtI0c

我想請問大家，
孫中山跟日本蘿莉告白時心裡在想什麼?
會不會感覺對不起大月勳自己很變態?
現在男人學習孫中山跟日本蘿莉告白還能很浪漫嗎?

有沒有八卦呢?

","['鐵拳無敵', '熊頭偉人', '起丘', '我愛蘿莉', '捉I', '射精射精射精', '你說的蘿莉那時代已經成熟了', '一線鮑 嗚嘻嘻', '那年代女性滿14歲就被認為女大當嫁了', '早期軍國主議有宣揚洗腦女森要生產報國，', '女森找紳士生猴子也是很符合當代價值觀啦', '並沒有成熟，大月薰的老爸一開始就以她', '年紀尚輕沒答應', '日本前陣子在修法不認13歲就能性交', '一個清國人加上還是隨時可能被砍頭的', '政治犯身份，任何一個日本老爸都會找', '藉口推掉', '豪爽', '別忘了古人早婚，而女子通常只是家族工具', '而已，在那個時代，想必沒有什麼感覺，或', '許認為這又只是一筆交易而已。', '事實上真的只是交易，一離開就船過水無痕', '。', 'https://i.imgur.com/6h2fbYm.jpg', '讀點書很難嗎 武田勝賴他老婆14歲就嫁', '給他了 還有一堆11 12歲的 在日本根本', '是常態', '蘿莉無敵孫中山', '八卦是大月薰極可能是自己造假碰瓷']"
Gossiping,[問卦] 黑名單面具事件跟魯路修是不是很像??,kasim65 (阿六),Mon Jul 10 23:37:17 2023,"先貼個比對
https://youtu.be/JWqJT-XV4H4?t=960
這是反逆的魯路修R2第八集的片段
魯路修利用計謀讓不列顛只放逐他一人
結果變成所有人戴上面具需要全部都放逐


再來台灣1989年10月
當時的台獨大老被K黨通緝
懸賞220萬他卻還是從美國偷渡回台
在全台北市的警察都埋伏在橋樑重要道路
他卻現身在台北線中和運動場盧修一和周慧瑛的政見發表會
宣揚台灣獨立的理念
演說結束現場燈光立刻按下來
在現場的民眾上千人立即帶上同樣的黑名單面具
掩護郭倍宏從現場離開
而在場的警察則因無法一個一個取下面具確認而放棄
https://youtu.be/KZFENXSCDkg

以前我還真不知道這事件
看魯路修動畫時覺得這招真的很厲害
沒想到台灣現實中早就已經有人用過了...
郭先生才是真的值得我們尊敬的愛台灣的人
所以35年前的人在資訊不發達的情況
並且幾乎沒有通訊器材到底是怎麼辦到這種創舉的??
有沒有黑名單面具怎做到的掛?

","['V怪客', '血性被哥不林搞臭咧', '昨天才剛複習完魯路修，原來這招台灣', '有人用過']"
Gossiping,[問卦] 毒理專家怎麼這麼久沒更新動態,edieedie (辭小鬼),Mon Jul 10 23:37:19 2023,"毒理專家

AKA現在毒理大師


被事實查核中心查核後

不知道為什麼

好久沒發文了

小惡魔有點擔心他

他還好嗎

有沒有掛?

西西


","['候友宜什麼時候要下台', '台灣專家雙塔 資安專家 毒物專家', '很重要嗎？公關又要洗文？', '還在翻', '那個林什麼良的不是死了嗎', '有名字的側翼在毛髮檢測出來後大都開始', '裝死，像是毒理專家或是謝東霖這類的', '但沒名字的還是繼續洗', '連高雄100個小朋友都沒人關心了', '幹完一票正在避風頭喇', '有沒有玩過GTA5？', '專家中的專家，其他我都不信', '八卦是民進黨放生他 要他自己扛~~~~~~', '大部隊都移走了QQQQQQQQQQQQQQQQQQQQQ', '謝東臨還在開讀書研討會ㄟ', '他就在毛髮檢驗沒出來前一直繼續帶有毒', '的風向叫大家關注怎麼能說沒毒', '結果毛髮檢驗出來後就突然不關注了', '避風頭，過陣子就出來了']"
Gossiping,Re: [爆卦] Joeman分手了 ,peenio (人生海海),Mon Jul 10 23:16:24 2023,"看整串貼文

還有留言


一堆人覺得下一位女友是海莉


可是感覺海莉的個性就不像是joeman喜歡的類型


還是說大家有八卦嗎？

認真 好奇


八卦版聊網紅 藝人的八卦應該還好吧？

單純問卦應該不會出事吧 幫QQ

","['我想看九麵跟林襄交往  拜託成全他們', '喜歡上海莉了？！', '有貓膩', '九面喜歡甚麼類型 需要經過你同意喔', '你跟九面很熟喔 笑死耶', '可疑', '他沒幹過龍妹 突然覺得龍妹也不錯 不行嗎', '我覺得下一個會找賢內助', '搞不好下一個是男的。', '名字沒有女字旁', '跟處男無關']"
Gossiping,[問卦] 以前學生時期小火鍋能吃幾碗飯？,Ayanami5566 (綾波五六),Mon Jul 10 23:17:55 2023,"是這樣啦  昨天的熱炒白飯事件  鬧得沸沸揚揚的

我就想到以前我高中的時候  補習前  常常跟朋友去吃附近的小火鍋店

那時候一鍋才70 80元  白飯吃到飽

通常一畫完單子  大家就去挖白飯來吃  淋上醬油跟豆腐乳(豆腐乳超好吃= =)

火鍋還沒上來  就先嗑掉一碗了

後來料來了  食材還沒熟  再嗑一碗

每次吃小火鍋都4-5碗起跳的



那時候學生大家都比較窮  所以大家都共鍋

通常都兩人一鍋  所以一餐只要35元(70元兩人分)

有些比較有錢的就三人兩鍋  大概50元(150元3人分)

紅茶白飯吃到爽

真的不知道老闆到底怎麼賺錢= =



最近回去那間小火鍋看一下  果然漲價了  變成100元(臭臭鍋90元)  但還是很便宜啦

白飯也是吃到飽

越想越餓  明天再去吃

大家以前學生時期  吃小火鍋大概可以吃幾碗飯呢?

有沒有八卦?

","['3', '80 是千禧年前後嗎', '頂多一碗，不好吃', '還沒上之前先一碗 再配火鍋幹一碗', '最少3碗，通常是不小心料吃太快', '沒有冰淇淋吃喔', '至少3碗', '一碗小火鍋份量太大', '主體是小火鍋欸 吃太多飯等下被公審']"
Gossiping,[問卦] 怪醫黑傑克OVA哪一部最經典?,ALOVET (かがみんさま 小鏡大人),Mon Jul 10 23:17:59 2023,"怪醫黑傑克總共有12部OVA

從1993年開始發布，到2011年結束

縱使是30年前的作品

放到今天來看也可以說是上乘的作品

這些OVA裡面哪部作品是最經典最讓人印象深刻的?

1.流冰，奇美拉病的男人
https://youtu.be/FQEAElQDwSY

2.送葬遊戲
https://youtu.be/X1iGuYDbM1k

3.瑪莉亞等人的勳章
https://youtu.be/Ej22VMgrzgE

4.厭食
https://youtu.be/TO81YZPvQRw

5.聖瑪莉達的貓頭鷹
https://youtu.be/iExJraB63M0

6.雪夜的故事-戀姬
https://youtu.be/NJFDcXdJGGM

7.白色正義
https://youtu.be/KvY8Cj-XwCM

8.綠之意念
https://youtu.be/DeqeLLHjIIY

9.人面瘡
https://youtu.be/B90JmfEbJDk

10.沉入水中的女人
https://youtu.be/Eq19DC98fSI

11.來訪的回憶
https://youtu.be/-97XVB_-n6U

12.美麗的復仇者
https://youtu.be/6d7zo5amPCc

我自己最喜歡的一部是聖瑪莉達的貓頭鷹

以前看的時候就對裡面的搖籃曲印象深刻
https://youtu.be/GDrVbJvZehs

而且一個醫學院未畢業的無照醫生

居然在極其惡劣的條件下，辦到了連黑傑克都佩服不已的奇蹟之外科手術

再來是戀姬

公主與武士間不能坦誠的愛戀，最後修成正果

兩人轉世到現世，武士(丈夫)也持續守護著公主(妻子)

最後是人面瘡

這部小時候在看的時候是覺得人面瘡很恐怖，不太敢看這集

而且精神分裂居然能直接讓原本的病患轉變性別完全變成另一個人

感謝木棉花讓我又重看了一次整部OVA

才發現到原來以前沒看過第11部OVA

是有關皮諾可姐姐的故事

沒想到皮諾可的姐姐其實是很疼愛這個妹妹的

跟漫畫中的形象差很大，算是替這個角色洗白?

各位最喜歡的是哪部OVA呢?

","['5', '魚女的那個啊 城之內欸', '全部', '超人類主題曲很耐聽', 'OVA則肆片尾經典', '人面瘡跟送葬遊戲都覺得可怕', '全部', '有奇利 柯師傅那部', 'OVA建議全看', '6.10', '皮諾可姊姊是超級正妹', '都很好看', '聖瑪莉達的貓頭鷹', '肚子噴火那部', '奇美拉病噴水印象最深', '小時候看覺得那個氛圍很恐怖', '比人面瘡那種神怪的還恐怖', '最喜歡的是雪姬和武士那集', '第11和12感覺和前面稍有落差', '尤其第12集真的不好看']"
Gossiping,Re: [問卦] 居住正義跟共產黨差在哪?,A6 (短ID真好),Mon Jul 10 23:18:21 2023,"※ 引述《kenq5566 (肯Q)》之銘言：
: 居住正義就是保護弱勢
: 讓大家都有房子住
: 實際做法就是拿大家的稅金
: 蓋社會住宅 便宜租給弱勢
: 稅金又是所得多的人繳比較多
: 所以整個居住正義
: 本質上就是有錢人(通常是地主老闆等等)
: 被逼著出錢(畢竟繳稅是義務)給沒錢人(通常是無產階級)租房子
: 這不就是共產嗎?
: 有八卦嗎?
你是不是只知道共產黨阿??

你知不知道北歐模式??? 居住正義 就是類似北歐模式

廢死的理想國 你說人家是共產黨??

當然啦 除了北歐模式之外 還有南歐模式

南歐模式就是法國西班牙的占房法

那叫一個刺激

ㄎㄎ

","['北歐的用詞是社會主義', '瑞典貸貸相傳耶...']"
Gossiping,[問卦] 到底是Joeman眼光有問題還是人品?,APPLEin5566 (泰山下智久),Mon Jul 10 23:18:21 2023,"如題!!

這篇我也不怕Joeman拿去看啦

我就直接問了 到底是Joeman你選人的眼光有問題

還是是感情上的人品 有問題?  看清楚喔 是感情上的人品喔

我敢這樣說就是這2段情 你都敢大方的承認+拍片

不就是想穩定關係才大大方方的公開嘛?

到底是她們 都不想跟你共渡一生 還是你不想穩定下來?

每次公開 那個不都是祝福你?

結果分手 每次都被酸你or她們

你不累嘛 ?


我們到是看的很有趣

","['我覺得是女生的問題', '現在他片都直接略過 跟他剛開始差太多', '你有問題吧 交往幾年後分手 不是很正常嗎', '九麵觀感就那樣，女生自己選的', '想表達什麼？', '為什麼情侶分手就是眼光有問題？', '你怎麼說有人嫁給長得醜的死肥豬那個人', '有問題', '你的觀念好老派,老人膩?= =', '交往怎麼了?公開又怎麼了?他們有婚約嗎?', '交往分手就是有問題？動漫看太多？', '她們配不上九面的...', '這不就達到他的目的會有人愛看阿嘻嘻', '洗流量，個人感情沒偷吃沒性侵，要如何', '公開放閃真的不干你的事~', '好可憐..', '處男嗎?還是羨慕人家女友一個一個換', '感情的事哪有什麼問題，不偷不搶', '一個願打一個願挨...', '都要選正妹 怪誰？ 水某拍較狗', '人', '為什麼九妹交大的 都找學歷不高的女生', '總不能說工具有問題吧？', '說不定他根本就不想定下來 嘻嘻', '二位女友都是去日本回來就分手，是', '在日本都作了些什麼事', '不忍噓', '有錢人有差嗎，身邊的伴來來去去見怪不', '怪了', '你也蠻無聊的，太爽交100都不是問題吧，', '管太多？', '那你交往分手都是誰的問題?', '忙到根本也沒時間雙方好好認識吧', '這觀念也太LKK了吧', '是平時的人品', '臉？', '傻瓜～～又可以換新的了', '多金男能挑的很多,還需要你來煩惱', '不就是素材之一嗎 跟梗用久要換一下一樣', '你是不是母胎單身，交往誰規定一定會結', '婚', '「共渡一生」是這麼簡單的事嗎？', '覺得酷炫女友好太多了', '當初會公開說不定就是女方想藉此逼婚，無', '奈男方根本不想定下來才分手吧', '就分手而已 有什麼問題嗎']"
Gossiping,[新聞] 小孩打破超商牛奶！恐龍家長拒賠42元　,TaiwanLBJ (ㄈ仔集團-寶傑),Mon Jul 10 23:18:30 2023,"小孩打破超商牛奶！恐龍家長拒賠42元　反嗆店員：我在台北弄破都免賠

三立新聞


生活中心／蕭宥宸報導

有名超商店員在社群發文控訴，說她日前值班時有小朋友不慎將店裡的牛奶打破，但家長竟
反嗆說自己在台北的超商打破物品都不須賠償，並將損壞的牛奶置於櫃台就拍拍屁股走人。
貼文引發網友熱議。

該名店員透過臉書社團發文寫道，「怎麼會有這種家長！不良身教」日前她碰到一名帶著小
孩前來購物的家長，小朋友疑似沒拿穩，將塑膠杯裝的鮮奶打破。怎料，家長竟反過來質疑
她沒有將商品陳列好，才會害他的孩子把東西打破。

店員透露，這位家長甚至口氣很差地向她表示「我在台北的超商打破東西也沒人叫我付錢」
、「我就是不付錢，不然去台北告我啊」等語，接著將被打破的鮮奶放在櫃台就拍拍屁股走
人。

店員表示，事後她前往警局尋求警員友人協助，「搞到最後還是我派出所的警察朋友幫忙付
錢，原因是他怕我42元跑法院也麻煩」。店員也無奈大嘆：「這年頭什麼客人都有」。

貼文一出，網友紛紛留言，「窮得連人格都沒了」、「42都賠不起就別出門惹事」、「現代
人的教育真的蠻失敗的」、「在台北丟臉就好，幹嘛到民風良好的地方」、「現在的家長才
是社會的毒瘤」、「自己的小孩打破當然要負責買起來啊」。

另有網友指出盲點，「我記得不用到台北告他才對」、「不是在發生地報警就在當地法院嗎
」。但也有網友質疑，「警方怕麻煩吃案」、「警察這樣子算不算吃案」。

https://www.setn.com/m/news.aspx?NewsID=1320941

","['沒水準', '兩岸一家親', '八成是蠻子 北部人才不想理….洋洋得意', '台北一樣要賠，騙誰', '北漂仔又在丟台北臉', '現在輪到小孩變浩克了', '現在台灣的家長90％都是垃圾 難怪台灣', '那麼亂 一堆89低能屁孩', '以後的小孩長大堪憂', '哪來的白痴啊', '遇到好心不用你賠當應該？', '垃圾', '這種德性的人極多 很多還高社經份子', '偷臭台北', '怎麼可能', 'DR.MILK', '恐龍', '哪裡來的優越感', '三立 這次換牛奶登板救援了嗎', '我認識某台北地院 某刀筆小吏就這付', '德性 而且他生的2個小孩 被牠教養的', '1毛1樣', '刑事報警就好 警察幫給算吃案吧', '唉台北人這種素質一點都不意外吧', '恐龍家長...小孩子的未來..唉', '突然覺得浩克有點可憐，叫牠賠錢阿', '推遇到好心不用賠當應該,給方便當大便', '恐龍家長生小屁孩 標準的遺傳複製', '可能台北超商都摸摸鼻子吞了，也不可', '能為了幾塊打官司==', '這肯定是陸客', '人的品德 除了後天教育 其實主要4刻', '可悲垃圾', '在G因中 老北4人渣 通常小孩也不會', '4啥善類', '也許人家是甲級清寒家庭？', '素質低落', '我還以為在偷臭南部警察愛吃案', '也是啦，在台灣殺人不用關，打破飲料不用', '這樣還不告，活該被糟蹋', '賠也是很合理的', '飯 牛奶 然後？', '北漂仔最愛說自己住台北了', '某樓說得好 就像醜男嫖妓王陳紅話很愛嫖', '妓 性騷擾別人 牠兒子將來一定會有樣學', '樣 跟牠老爸做一樣的事', '結果家長贏了 小孩也學會了', '阿店長或老闆不出來處理是在幹屌', '直接報警啊', '可能是台北的外省人？', '把影片上網，三天就來道歉加還錢啦。', '一定是陸客', '店員就乖乖當你的店員就好，跟老闆講老', '闆不爽自己去告啊', '店員領那狗幹薪水然後以為自己是整個超', '商的支柱，到底殺小啦', '怪獸家長不賠償，變成店員要賠償啊！', '客人弄掉憑什麼店員要賠償？？講什麼洨', '話？', '為什麼都是白色食物在出事，請柯文哲放過', '那你當班的時候被搶也是你要賠償膩？？', '牛奶', '蛤？講他媽什麼洨話', '三立 好了啦 賴導贏了可以嗎', '代表不是第一次打破了喔？', '警察真....', '就是不用賠,都店員在靠夭,店長死掉了嗎', '下次東西被偷被搶,這奴店員也要乖乖賠', '台北哪一家可以不用賠', '告啊...-.-刑事毀損  民事附帶', '綠營執政下的窮灣灣日常', '台北直接報警了還跟你囉嗦', '哪來的白痴啊', '因為台北人都覺得不要為了這點小錢浪', '費我的時間']"
